EvaluationID,StudentID,FacultyID,EvaluationDate,Criterion,Score,ShowMarks,ImprovementNote
PRE-0078-3,STU-0078,FAC-001,2026-04-16,Question handling,59.4,Yes,Improve pacing and use one clearer real-world example.
PRE-0079-1,STU-0079,FAC-002,2026-02-05,Content clarity,48.5,Yes,Improve pacing and use one clearer real-world example.
PRE-0079-1,STU-0079,FAC-002,2026-02-05,Technical depth,63.8,Yes,Improve pacing and use one clearer real-world example.
PRE-0079-1,STU-0079,FAC-002,2026-02-05,Delivery & confidence,49.3,Yes,Improve pacing and use one clearer real-world example.
PRE-0079-1,STU-0079,FAC-002,2026-02-05,Visual design,45.0,Yes,Improve pacing and use one clearer real-world example.
PRE-0079-1,STU-0079,FAC-002,2026-02-05,Question handling,59.9,Yes,Improve pacing and use one clearer real-world example.
PRE-0079-2,STU-0079,FAC-002,2026-03-12,Content clarity,52.9,No,Improve pacing and use one clearer real-world example.
PRE-0079-2,STU-0079,FAC-002,2026-03-12,Technical depth,44.4,No,Improve pacing and use one clearer real-world example.
PRE-0079-2,STU-0079,FAC-002,2026-03-12,Delivery & confidence,60.7,No,Improve pacing and use one clearer real-world example.
PRE-0079-2,STU-0079,FAC-002,2026-03-12,Visual design,46.6,No,Improve pacing and use one clearer real-world example.
PRE-0079-2,STU-0079,FAC-002,2026-03-12,Question handling,45.5,No,Improve pacing and use one clearer real-world example.
PRE-0079-3,STU-0079,FAC-002,2026-04-16,Content clarity,37.8,Yes,Improve pacing and use one clearer real-world example.
PRE-0079-3,STU-0079,FAC-002,2026-04-16,Technical depth,35.9,Yes,Improve pacing and use one clearer real-world example.
PRE-0079-3,STU-0079,FAC-002,2026-04-16,Delivery & confidence,36.2,Yes,Improve pacing and use one clearer real-world example.
PRE-0079-3,STU-0079,FAC-002,2026-04-16,Visual design,45.2,Yes,Improve pacing and use one clearer real-world example.
PRE-0079-3,STU-0079,FAC-002,2026-04-16,Question handling,42.2,Yes,Improve pacing and use one clearer real-world example.
PRE-0080-1,STU-0080,FAC-003,2026-02-05,Content clarity,84.4,Yes,Improve pacing and use one clearer real-world example.
PRE-0080-1,STU-0080,FAC-003,2026-02-05,Technical depth,75.8,Yes,Improve pacing and use one clearer real-world example.
PRE-0080-1,STU-0080,FAC-003,2026-02-05,Delivery & confidence,88.7,Yes,Improve pacing and use one clearer real-world example.
PRE-0080-1,STU-0080,FAC-003,2026-02-05,Visual design,73.3,Yes,Improve pacing and use one clearer real-world example.
PRE-0080-1,STU-0080,FAC-003,2026-02-05,Question handling,81.8,Yes,Improve pacing and use one clearer real-world example.
PRE-0080-2,STU-0080,FAC-003,2026-03-12,Content clarity,80.2,No,Improve pacing and use one clearer real-world example.
PRE-0080-2,STU-0080,FAC-003,2026-03-12,Technical depth,66.2,No,Improve pacing and use one clearer real-world example.
PRE-0080-2,STU-0080,FAC-003,2026-03-12,Delivery & confidence,66.0,No,Improve pacing and use one clearer real-world example.
PRE-0080-2,STU-0080,FAC-003,2026-03-12,Visual design,72.7,No,Improve pacing and use one clearer real-world example.
PRE-0080-2,STU-0080,FAC-003,2026-03-12,Question handling,76.8,No,Improve pacing and use one clearer real-world example.
PRE-0080-3,STU-0080,FAC-003,2026-04-16,Content clarity,64.5,Yes,Improve pacing and use one clearer real-world example.
PRE-0080-3,STU-0080,FAC-003,2026-04-16,Technical depth,69.4,Yes,Improve pacing and use one clearer real-world example.
PRE-0080-3,STU-0080,FAC-003,2026-04-16,Delivery & confidence,66.0,Yes,Improve pacing and use one clearer real-world example.
PRE-0080-3,STU-0080,FAC-003,2026-04-16,Visual design,55.4,Yes,Improve pacing and use one clearer real-world example.
PRE-0080-3,STU-0080,FAC-003,2026-04-16,Question handling,58.9,Yes,Improve pacing and use one clearer real-world example.
